name,control_1,control_2,control_3,control_4,control_5,control_6,control_7,treatment_1,treatment_2,treatment_3,treatment_4,treatment_5,treatment_6,treatment_7,ClusterID,ID,treatment_vs_control_CI.L,treatment_vs_control_CI.R,treatment_vs_control_diff,treatment_vs_control_p.adj,treatment_vs_control_p.val,significant,treatment_vs_control_significant,cluster_representative
1,23.2357758538868,21.486037089078103,21.917342939950398,21.7307350556255,21.3311990644316,23.8479030391923,22.380121223472802,22.785966039902394,22.0488350612745,22.470660611581202,23.7751315994409,21.169368434677697,22.4256167385444,22.3880719573372,1,1,-0.9238399913483979,1.2479931848114698,0.162076596731538,0.9630739844447629,0.758734292190813,False,False,sp|Q8R0W0|EPIPL_MOUSE
10137,23.6986796593242,21.950816434797396,23.666379946760802,23.6263961779945,23.7364352741954,21.344912432922897,24.581727264593802,25.1444352874724,24.1729352241542,25.097285831761397,23.921997702977,22.640231032715803,23.557027976247,25.3717682375419,10137,10137,-0.17250912981333,2.25831887332211,1.04290487175439,0.9195556286961221,0.0886138634851252,False,False,WP_055175251.1
10142,22.989728663445803,21.526710794699603,24.236396370577303,25.2625074909337,24.094209883135,23.6281303317987,23.9877130666536,21.2928265622969,22.7563441602606,23.0560197914047,23.474599646958698,23.6794674281037,21.9919850558,22.5775795742087,10142,10142,-2.16370896123624,0.193259137747548,-0.9852249117443459,0.9218526255271929,0.0965180183557773,False,False,WP_072853937.1
10143,20.10453349053,19.3727120512523,19.2225590874667,22.276322657690102,22.0334018278233,20.8258679361591,19.0964938336935,19.9402791813003,19.0416805386798,17.410857085551697,17.5132032655665,18.983352711337602,19.674807768201397,22.1504293853125,10143,10143,-2.67360966555472,0.325815108793338,-1.17389727838069,0.927045993657944,0.118141483343093,False,False,WP_066715688.1
10166,30.2606527926478,29.4064739272538,30.1680608241616,29.828683911023898,29.714198857199396,29.786782304279498,30.739901622553102,29.775396944495803,30.8269697787216,30.436507598488003,30.4607103349587,31.701890394372302,32.180587706767696,29.063064944840196,10166,10166,-0.407472472635455,1.7047220336426698,0.6486247805036071,0.940638132085111,0.214763260194296,False,False,sp|P80021|ATPA_PIG
1018,22.0735313192643,22.7412330453125,25.245248325489804,23.7387711759651,22.2407398080824,22.7593548789365,22.4625789053486,21.941730028835696,21.5815035700662,21.979069616440896,22.6306448514716,20.5976197721917,22.0291908265666,22.433755811057,1018,1018,-2.26810586733553,-0.0370206988843251,-1.15256328310993,0.897756119266324,0.0435126993866398,False,False,WP_087386105.1
10210,25.121756720585605,23.133778295861102,23.008506245270098,25.3684964037399,26.2589688926954,21.0684981797721,25.470775283317398,27.4942552599401,27.6270598980969,28.3061357492885,27.246217082885497,25.460070783447698,27.190900420346303,26.5397565359488,10210,10210,1.43671634980802,4.40145956696692,2.91908795838747,0.5795986036020351,0.000548629070787033,False,False,WP_062544076.1
10235,21.828271708817702,23.3556059632275,20.6889417763214,22.8217961658516,23.3934784444096,22.6031683404116,22.002097350996,23.794771315346498,23.0547079766783,24.649436114548998,23.550818166965698,20.1679607695745,22.1877024386668,25.9627259289414,10235,10235,-0.5392568847181479,2.44633201634295,0.9535375658124,0.938893572297073,0.197667320943922,False,False,WP_091229033.1
10250,23.0992296495639,20.3131520797848,23.5453024682525,19.3424024291674,22.3270177728538,20.2607576237266,21.6941049125038,21.3281412940654,19.352334443194998,20.5268325564086,19.7229875900423,21.2400651677454,22.640125317545298,20.5355744007448,10250,10250,-2.1650202249715598,0.6690470346555649,-0.747986595157997,0.946213651166214,0.28388919648728306,False,False,SRS013158.5442-T1-C
10295,24.430092246393105,27.054956505788102,24.9811992063699,23.8701527508295,24.094806836217998,24.279190433922402,26.5254925224555,22.177079748181896,19.704444050370398,22.3710733611439,24.4357257632027,25.712028180106103,23.2906956997604,23.591869617437602,10295,10295,-3.59507569568547,-0.391488327678401,-1.9932820116819399,0.860652496414514,0.0172905503794271,False,False,WP_070275086.1
10341,22.6626351303894,19.0192649385408,22.2963121539276,22.159130991248997,21.620474010517302,21.698535116269003,20.0470213716984,21.5553628733071,21.1567657470665,22.142906033617,20.265299129365,16.911754769542803,21.163511483511602,22.705523131606,10341,10341,-2.13569831372631,1.10648387241898,-0.514607220653662,0.9568513044405301,0.5153626710161701,False,False,WP_028506378.1
10345,18.6638151892232,20.8173186233408,21.734987401175605,21.0700174043259,21.3887804030664,21.0263836281956,22.0169582115824,21.3979461487518,21.650839204228898,21.638636537547104,23.287296981374997,21.2208854596465,22.124807284293297,22.576894866272397,10345,10345,-0.100308731400188,2.1514646231730903,1.02557794588645,0.913674616395623,0.0719261021297931,False,False,WP_015174510.1
