name,control_1,control_2,control_3,control_4,control_5,control_6,control_7,treatment_1,treatment_2,treatment_3,treatment_4,treatment_5,treatment_6,treatment_7,ClusterID,ID,treatment_vs_control_CI.L,treatment_vs_control_CI.R,treatment_vs_control_diff,treatment_vs_control_p.adj,treatment_vs_control_p.val,significant,treatment_vs_control_significant,cluster_representative
10010,23.542894655496003,24.0752814811797,22.888741205423603,24.122442949082497,24.071724376388303,24.3342108064273,24.3845573707491,24.110089457327398,24.1489205909311,23.854402928330803,24.209557704195,23.5016566909856,24.0010314411165,24.678154422178398,10010,10010,-0.483593136321959,0.7932961049843009,0.154851484331171,0.9217838394143909,0.612330908054631,False,False,sp|P24270|CATA_MOUSE
10011,22.1574943546119,21.6359310751294,22.5518455295568,23.467033327097397,22.1893066897924,21.563355030407802,22.195840757262502,23.0439214127536,22.108226442378804,23.3014456775332,23.466011593601998,22.212486292031002,21.7896598020403,22.904519966318002,10011,10011,-0.35507146918124793,1.23091844712372,0.43792348897123606,0.846847281573955,0.257150472048131,False,False,sp|Q6P9R2|OXSR1_MOUSE
10032,22.3285064761345,26.347218272567503,24.0283596115285,26.100523954313,27.579955475947298,26.129671861536004,25.8270005959562,25.454119155370197,24.760412203881103,25.6736588810379,25.736731790605603,23.495967835473103,26.223392209224702,23.1781675843968,10032,10032,-2.13396707337027,1.0428851910864199,-0.545540941141923,0.9044590520020641,0.47498718244664795,False,False,sp|Q64133|AOFA_MOUSE
10074,24.630628300237497,20.6145292299674,24.6369908435213,23.245590858133202,22.387372104512302,20.8227551952074,22.287729849578902,22.094358016904696,24.1725983437709,22.1392318830407,22.770589696886102,23.759260387334198,22.9044857884411,21.9031864287777,10074,10074,-1.2530740187246399,1.57253520843813,0.15973059485674698,0.937680656182822,0.812623328386698,False,False,sp|Q5DU02|UBP22_MOUSE
10110,26.243544428541103,26.5517164745996,25.787213816947304,26.224727578139,27.136554220999,27.022019360559398,27.525556487703298,24.9920804727121,24.8720858474158,25.2211884951086,27.235819449903303,24.892314855855602,25.001683887950396,28.7446720412607,10110,10110,-2.06539838593431,0.484973438139418,-0.7902124738974481,0.819222003605264,0.20606047727064397,False,False,sp|Q6NSR8|PEPL1_MOUSE
10129,17.9648541228326,19.2653082873565,17.344842017208,21.022904172181498,20.8704986775595,20.546509226181396,19.766378469051197,21.0611503168718,19.452768092187604,21.9004765863031,21.7967838738058,16.3837549100966,20.2089737425038,22.4337423146233,10129,10129,-0.965219689646229,2.80989250793803,0.9223364091458991,0.8683284106992181,0.313730615776678,False,False,tr|A0A0R4J0T8|A0A0R4J0T8_MOUSE
10140,25.205429687314002,21.2061999902938,25.2930965764997,22.957318353912697,23.892271353452802,24.1122729322012,23.657822483885397,23.338910170468896,24.6904304533671,23.300227699612304,22.564860734843503,25.0424427463001,23.5974011997803,23.4493357031324,10140,10140,-1.32132951066253,1.22395731921825,-0.0486860957221431,0.9445017002047521,0.9360162182450941,False,False,sp|Q99KP6-2|PRP19_MOUSE
10178,27.4878453762937,24.821961026157602,26.594866516693802,25.6876326971146,26.496019678731,24.567460491747397,25.7621532901857,24.9520977948874,25.4805648388037,25.851501079197604,25.8174549876794,26.1671583024099,26.313935010234605,26.925030994203,10178,10178,-0.9676696871904251,0.9933279530451908,0.0128291329273829,0.9464910688187769,0.9780933143464721,False,False,sp|Q91YN5|UAP1_MOUSE
10212,24.091770537951998,22.664307518084804,25.5541529598422,24.955032990784,25.5299694485103,25.0123380542545,25.0116910487388,24.857306475704004,23.4080647087505,24.025292087312103,24.2056652245498,24.7326143616817,23.9988018154,24.90134541315,10212,10212,-1.33237833831885,0.563757632142136,-0.38431035308835604,0.8909451094030172,0.400749952310905,False,False,sp|Q8JZK9|HMCS1_MOUSE
10217,17.6775269611678,19.172119817055698,18.227883829357,19.7567485040138,21.7612931307659,19.070023957720302,20.297667489560002,18.6544052750779,18.607886534227603,19.9905652054228,19.9319912170563,20.2113702652137,21.2553519307675,18.760940804260102,10217,10217,-1.09192526226825,1.50599598866404,0.207035363197893,0.932664338925392,0.7384927688176021,False,False,sp|Q571E4|GALNS_MOUSE
