name,control_1,control_2,control_3,control_4,control_5,control_6,control_7,treatment_1,treatment_2,treatment_3,treatment_4,treatment_5,treatment_6,treatment_7,ClusterID,ID,treatment_vs_control_CI.L,treatment_vs_control_CI.R,treatment_vs_control_diff,treatment_vs_control_p.adj,treatment_vs_control_p.val,significant,treatment_vs_control_significant,cluster_representative
10025,21.7960566452648,21.351556648835,22.9143951694914,22.4097847995262,22.539764654581,22.220026359534998,22.811997266132497,23.111588454063803,23.151352147064,22.8414608852563,22.4612321223541,22.081565355064896,21.7716687925759,22.6728444061945,10025,10025,-0.39686288293805505,0.982043059854493,0.292590088458219,0.9392228942159051,0.379673693981317,False,False,sp|Q99LJ1|FUCO_MOUSE
10026,28.4246832796637,26.9516283558281,28.376589773800102,28.473483013200198,27.911305953234102,27.7426717312287,27.942275868764302,28.6014193184189,28.9432044521815,28.597341020487498,28.308620698287896,28.7937081623708,28.8180417879324,27.283608039017,10026,10026,-0.196515322315376,1.20317403745164,0.503329357568131,0.8734185923173771,0.145954948747878,False,False,sp|Q8BFR5|EFTU_MOUSE
10032,22.4239847838843,21.976441758758103,24.547326783401605,21.5675504311864,21.0511159862413,22.090434552328603,21.934406082924102,23.403225577196302,23.2361491158201,24.335768015366803,24.213324006869303,23.226713959483103,22.627478445419804,19.186000557040103,10032,10032,-0.8908592906940849,2.2158305188287,0.662485614067307,0.9389369750265061,0.37737184541694796,False,False,sp|Q6IFX2|K1C42_MOUSE
10035,25.0932268127071,26.043456916068696,25.481557444530896,24.810641841789998,24.1887479699584,24.3711424416611,26.0134945133812,25.1671152044244,25.1457636810277,24.0526994641793,23.813068159949797,27.8301508697994,24.203655229596897,24.2393939267975,10035,10035,-1.4353879386075903,0.9924103945154409,-0.22148877204607603,0.9623554391243729,0.7025700068242359,False,False,sp|P54071|IDHP_MOUSE
10046,27.2368154826435,25.542523584256898,27.434183445745695,25.508220489542197,26.22107295075,25.793947476917502,25.807827698597897,25.4466467953749,26.131145948332897,24.511066927458895,24.2910298604804,26.9200452885452,25.3180743590414,25.856589589632602,10046,10046,-1.69748292455137,0.248913678954935,-0.7242846227982191,0.8644548515388821,0.13338991448432902,False,False,tr|Q3TQC7|Q3TQC7_MOUSE
10060,27.0052895068264,26.443365791798396,24.5274154974146,25.8159892926483,25.8668324084725,26.3780703508213,25.3676597316446,26.675744320556102,25.335527644627,26.4418917964996,25.644183167409896,27.070269422337304,26.835701476365102,26.0939192099823,10060,10060,-0.469409139425472,1.2387275560401299,0.38465920830733,0.9355640062480991,0.35196457997490205,False,False,sp|A2AQ07|TBB1_MOUSE
10065,22.9496017920887,24.219849826391002,23.2087880391231,24.504133412943602,24.0616212030275,24.446009260599197,24.438582547891997,24.1531333419339,23.379024119890598,23.615095595253,23.4333838489746,21.1159809063558,23.832784769012605,23.1043941568687,10065,10065,-1.69212614778017,0.207900620987092,-0.7421127633965409,0.8498737401205401,0.11654483234602402,False,False,tr|B7ZCF1|B7ZCF1_MOUSE
10078,24.191450174481897,26.162504044124198,23.8143703553124,24.8868411940082,25.4989163568845,25.6851523014665,25.1366183546135,23.4431679177288,25.0546926601642,24.581920247234102,24.850661141112198,24.3408046365668,24.385139746529102,22.2751296076488,10078,10078,-1.93353524624553,0.0922961537006528,-0.9206195462724408,0.784713648159483,0.07174556746115598,False,False,sp|Q9R112|SQOR_MOUSE
10130,27.274481695167605,26.9758729218417,27.3027491104845,27.234223713344804,26.951027697878104,26.4413935070548,26.6979311956668,27.423503696564698,27.3856568417939,27.2796647466841,26.6308197386469,28.133697752426098,26.7364204093547,27.1276111142584,10130,10130,-0.33435045413474895,0.8599774422177181,0.26281349404148496,0.93704621304901,0.36274747299377097,False,False,sp|P50396|GDIA_MOUSE
10165,24.541965262776298,22.3634912682669,24.0051731532798,22.4759063153459,23.127920979193302,22.8001152852991,21.814302383356104,23.131623226757,23.1407116831701,22.1310257697161,22.119179245322197,24.837237310137102,21.832510323063804,22.247158274401603,10165,10165,-1.3499701778055098,0.8672762306770909,-0.24134697356420898,0.959930941027188,0.6490254591478449,False,False,sp|Q8K126|RF1M_MOUSE
10183,22.04731998372,19.5236155538284,19.9100732102283,21.079691804294697,19.538842535484,22.215167106185998,22.127302304639603,21.419518934958997,21.153963257751,22.2427952677045,23.2476843275837,20.9344510778573,18.0302737809944,23.6409681751446,10183,10183,-1.07035463244858,2.27825243919534,0.603948903373379,0.947030105728043,0.45358167330246596,False,False,tr|A0A1B0GS68|A0A1B0GS68_MOUSE
10186,26.6036290188939,27.356060924971,26.7923048423063,26.3174729606219,26.4834079727877,26.808395066615898,26.365250912931398,26.333322884214695,26.377448954674602,25.9827272747502,26.427052763941198,26.540544939130804,26.192088862145802,25.7858848712186,10186,10186,-0.965414282408261,0.0832853826790794,-0.441064449864591,0.8223318186247879,0.0931018737995561,False,False,tr|D3Z6V6|D3Z6V6_MOUSE
10210,26.8785328076765,27.8734919001654,26.329174721292897,27.0601304501362,27.342024008281697,27.3132074835744,27.0234115870114,25.825092249014503,25.777348083669,26.225082171813803,25.921729229840803,26.7388379189944,27.4818917788235,26.31449767581,10210,10210,-1.4873796570078,-0.0941900144699983,-0.790784835738897,0.627094805200455,0.0287309801683803,False,False,sp|P70158|ASM3A_MOUSE
10211,25.3562360141647,25.533884070008398,24.5873523975163,22.8079933769164,22.6359158018711,25.5169433213594,26.0112248663289,23.4808271726797,24.3224351482127,23.6015280214438,23.339329867569298,24.9262097470575,22.9444071642309,26.007921574875898,10211,10211,-1.87845358304555,0.785056111018234,-0.546698736013656,0.941056795848717,0.39504392935696103,False,False,tr|Q3TML0|Q3TML0_MOUSE
