name,control_1,control_2,control_3,control_4,control_5,control_6,control_7,control_8,control_9,treatment_1,treatment_2,treatment_3,treatment_4,treatment_5,treatment_6,treatment_7,treatment_8,ClusterID,ID,treatment_vs_control_CI.L,treatment_vs_control_CI.R,treatment_vs_control_diff,treatment_vs_control_p.adj,treatment_vs_control_p.val,significant,treatment_vs_control_significant,cluster_representative
10023,21.112895698561896,25.217021022693,24.5669209114825,25.150634219057697,25.5094488071916,25.2725816991049,25.133962271903602,21.830903158248802,25.667369321248998,21.2123146974564,24.8954451120936,21.6743151305194,24.9012125394699,27.6323234264218,24.6125738817965,24.5162694977457,21.714472346587897,10023,10023,-2.32672799141701,1.3471847362191698,-0.48977162759892,1,0.582448520475906,False,False,sp|Q0VBK2|K2C80_MOUSE
10025,23.218715024437397,22.7607166993193,22.2122565050426,22.5468784497775,21.8183727022609,22.9492551741645,23.2295389482911,21.9520935279475,23.2877237914475,23.622534589131497,20.712489217058,22.907846777383,23.665019990285302,21.974601191564197,23.860300634157902,22.964803017020696,22.3363706230009,10025,10025,-0.760233919250019,0.9433252463308209,0.0915456635404013,1,0.823984721557033,False,False,sp|Q99LJ1|FUCO_MOUSE
10026,28.895862418067,28.431814218839197,29.9789180342207,28.4533074893483,30.4386209521679,29.224416445926398,29.3273006906524,29.9037902934862,29.8379928902031,28.7405543056985,28.6458468838848,28.4081647008762,28.659299157490395,28.560812793252897,27.527402006625,29.2406862557482,29.6565648226617,10026,10026,-1.4245319002369898,0.00835942448282267,-0.708086237877083,1,0.0524568332256701,False,False,sp|Q8BFR5|EFTU_MOUSE
10032,23.267657965942195,15.2005538246927,25.1415435113876,20.836548926762102,21.9616704776972,23.8752494266645,21.5522769585902,25.4540889627519,20.445499888640896,20.8404967343803,25.8054853900108,20.7975831645652,23.6917575738495,23.1271883010432,25.1037557054524,24.516684889203702,24.94333768423,10032,10032,-0.819598695254672,4.08503995746521,1.63272063110527,1,0.17898514476578797,False,False,sp|Q6IFX2|K1C42_MOUSE
10035,25.956885563874103,26.496237686602502,25.5076982662179,26.716165884694,26.221901880282896,26.3717726403167,26.2264833039961,26.4216629748011,26.891300303923998,27.210250605620303,27.9858823872985,27.350883556070002,27.1641123997682,26.723884163265602,26.429383466424,26.6410305700547,26.687281070478303,10035,10035,0.155075997394173,1.2686325007486998,0.7118542490714359,1,0.015067548337552,False,False,sp|P54071|IDHP_MOUSE
10046,25.7646636087888,26.744177700784803,26.3116753091611,26.557778857163402,26.634735910617298,25.993906595857396,26.126922546360397,24.4156004606255,26.695074571893397,26.2659201134066,27.147745335764498,26.027929886805,25.978024378051302,24.912578369503798,23.623117697102,24.0304932042787,24.3464385259133,10046,10046,-1.84439185683954,0.15089027648981,-0.846750790174866,1,0.0914697561638241,False,False,tr|Q3TQC7|Q3TQC7_MOUSE
10060,25.727540121588998,25.894199302551698,26.222443560699702,26.2009055252413,26.513464882298003,26.589371654443898,27.0084616744198,25.876167236376098,26.5955308703828,25.907482965676103,27.183174485448898,26.0347147033733,26.830058998708,26.810468070655798,26.819504352680802,27.744230866218,25.9918151531113,10060,10060,-0.24271180429552106,0.989055352596356,0.37317177415041797,1,0.219354151457091,False,False,sp|A2AQ07|TBB1_MOUSE
10065,23.6941161803889,24.2737185667119,24.1603232412117,23.4415772357024,24.312092942768302,23.764747296090103,23.841163317306,24.69033075153,23.5116578406216,23.696964555697196,22.2499290885847,24.5716723965625,20.974915874189,24.9294857987008,22.0696500389677,22.094338685464898,22.650395509448103,10065,10065,-2.0407809149995,-0.080931625281446,-1.06085627014047,1,0.0353979289216933,False,False,tr|B7ZCF1|B7ZCF1_MOUSE
10078,26.2524175576552,21.4943932057827,20.872806369920102,20.6165398699812,20.219449796636802,21.2441640457864,21.967239629780803,20.943707409424,21.265914302699898,25.2275428683011,23.8639641946742,21.3830888299443,24.650621975167397,24.781461873856,24.413581189333897,24.485865905762,25.856268027704502,10078,10078,1.15605011420975,4.20363033805006,2.6798402261299,1,0.00164640632898452,False,False,sp|Q9R112|SQOR_MOUSE
10130,27.4484314288912,27.073239064898,27.631881602181,27.9828648579523,27.9871903941643,28.080292958533697,27.8664757911499,27.628487043093198,27.6915194576653,26.530804628819197,28.6327357252027,27.2407090783327,27.712590646145802,26.942404711911603,27.756990634819104,27.8339295371888,27.517628678585602,10130,10130,-0.77068040902676,0.3925437973828,-0.18906830582198,1,0.503508727848166,False,False,sp|P50396|GDIA_MOUSE
