Cluster,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Cluster60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster62,0,7,0,5,0,0,8,3,8,0,0,0,0,0,0,5,3
Cluster63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster64,0,0,0,2,4,0,7,0,0,0,0,0,0,0,0,0,0
Cluster65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster70,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Cluster71,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster75,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Cluster76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster80,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cluster81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster82,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster86,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0
Cluster87,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster94,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0
Cluster95,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0
Cluster96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster108,7,0,0,0,0,0,0,2,0,0,2,0,0,5,0,2,0
Cluster109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cluster119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster123,22,24,15,12,16,13,18,18,15,15,19,23,13,12,29,20,18
Cluster124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster140,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
Cluster141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster156,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster159,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
Cluster163,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0
Cluster164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Cluster169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster178,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster179,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Cluster180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster184,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster186,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cluster187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster188,0,6,0,11,0,0,2,7,3,0,0,0,0,0,0,0,3
Cluster189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Cluster190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster195,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,0,0
Cluster196,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0
Cluster197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster198,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Cluster199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster218,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster220,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster222,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster251,3,3,4,6,7,0,4,4,3,2,0,0,0,7,7,3,4
Cluster252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster253,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster264,46,55,41,48,47,53,44,47,46,48,57,77,48,51,54,54,46
Cluster265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster270,0,0,0,4,60,0,5,0,0,0,0,0,0,0,0,0,0
Cluster271,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster289,11,19,15,36,24,10,40,37,34,22,12,9,2,9,8,26,35
Cluster290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster293,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
Cluster294,56,52,49,46,49,41,41,73,49,43,46,76,63,63,64,53,47
Cluster295,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster296,9,11,7,12,9,7,6,9,10,7,6,7,8,9,8,8,6
Cluster297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster300,0,0,0,2,0,0,0,7,0,2,0,0,0,0,1,4,2
Cluster301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster310,0,0,0,2,8,0,4,0,0,0,0,0,0,0,0,0,0
Cluster311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster321,8,38,10,40,8,23,22,23,22,31,0,12,12,0,0,4,15
Cluster322,0,1,0,23,0,0,1,2,2,0,0,0,0,0,0,0,1
Cluster323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster324,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Cluster325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster326,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster327,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cluster328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Cluster332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster346,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
