ClusterID,p_value,control_mean,treatment_mean,foldchange,padj,cluster_representative
12270,0.0002232446542091731,36631597.36362699,6456422.950379537,0.17625283675973094,0.07951558380704576,Q9EST5-2
1414,0.0006789565863657059,67936450.41795893,35454083.58688183,0.5218712983790155,0.07951558380704576,G3UY93
14147,0.0010160094295628634,785804204.7908531,305987066.6719668,0.38939352170227604,0.07951558380704576,O08807
14355,0.0005105645202781868,106951023.33867244,57761821.54759631,0.5400773152463162,0.07951558380704576,Q9D172
14458,0.0013101807327879677,18054402158.174896,26220275879.061672,1.452292667979002,0.07951558380704576,Q61754
14713,0.0011545326985640588,299092681.8925516,161684809.43106696,0.5405843045305665,0.07951558380704576,Q9DBJ1
149,0.0001907291602355636,95031847.43455853,28399572.901335903,0.2988426897718957,0.07951558380704576,Q8CHI8
14968,0.0009536448217082648,63777911.5060721,32134889.90472246,0.5038561023068777,0.07951558380704576,O55135
15153,0.0012942301589573574,51143890.14855576,89375627.23006976,1.747532832767779,0.07951558380704576,Q60692
16033,0.0014468816673750414,620292253.4902276,344415415.0352727,0.5552470034847837,0.07951558380704576,P19157
16122,0.00011552884081043066,99387687.10744606,35551400.09634885,0.3577042703279224,0.07951558380704576,Q8R2M0
18323,0.0009294351057094393,179797347.5002168,60548301.20068257,0.3367585898374255,0.07951558380704576,Q4VWZ5
18386,0.0005171913241042759,33941752.390616365,7789333.403354407,0.22949119755843456,0.07951558380704576,Q642K5
18497,0.0007107172564331537,798947084.5988396,339694337.44680977,0.4251775167530327,0.07951558380704576,P01729
18600,0.0005076774864768741,137940829.64965785,68387177.88228521,0.4957718324297089,0.07951558380704576,P70349
19290,0.0014399383551834365,617540587.3765324,257180428.60046977,0.4164591507953135,0.07951558380704576,P10639
2648,0.0013525475723878448,1199054916.5034838,1950538980.2808003,1.6267303135445117,0.07951558380704576,P97449
3390,0.0007057600084153057,590387427.3769871,90563191.64040464,0.15339620635684073,0.07951558380704576,Q9DBN5
5494,0.0004238837796816313,1802853333.8177164,1180728072.5892632,0.6549218677089818,0.07951558380704576,P63017
5913,0.0012145439393883494,156993645.50962865,40822553.32486591,0.2600267876597732,0.07951558380704576,G5E924
61,0.0007975814868254915,291827216.85841215,89724928.97634059,0.3074590846674629,0.07951558380704576,B1AR51
64,0.001431150854617559,28647237.719885465,5946024.474481952,0.20756013311379487,0.07951558380704576,E9Q2E4
8973,0.0007529039036996814,73141330.45299591,20134372.84898253,0.2752803746429229,0.07951558380704576,Q9D2G2
1439,0.0016535005263454668,25280880.47385226,9265499.874186004,0.3665022618088485,0.08708436105419458,Q8CGF1
16765,0.0019737304907323674,95455781.83093616,29820791.407576986,0.3124042445159921,0.08909983358163259,Q8VIN1
57,0.0018712326213651933,59342505.29154827,22211992.552026033,0.37430156416381577,0.08909983358163259,Q91ZX7
6830,0.0018859734432939718,95784079.36713175,58684329.61055414,0.6126731080811706,0.08909983358163259,P11983
9451,0.001913462671033997,680527919.4889812,525322238.70920944,0.7719334117896028,0.08909983358163259,P50247
14346,0.00216843597066408,328237505.2655636,854480200.4291327,2.6032375542758515,0.08959258040773649,E9PZF0
18968,0.002116702309873155,54544238.03506058,29296407.01277143,0.5371127742941416,0.08959258040773649,P62889
7025,0.002197286386582145,565949223.1369381,253429358.54597157,0.4477952229376087,0.08959258040773649,Q8BFR4
10097,0.0029828150415820817,42744539.0848424,17006932.809826754,0.3978738143852759,0.10312316102796903,Q9D1Q6
1451,0.003544940875938781,478771550.0484289,84596118.48181929,0.17669412159778958,0.10312316102796903,Q64514
15951,0.0032742113621891875,25110724.90617832,8940453.034374913,0.3560412161647781,0.10312316102796903,H3BJQ7
3180,0.002806230293609507,23853790.11862016,7082303.06614833,0.29690472796689515,0.10312316102796903,Q7TSQ8
4105,0.003129289052913171,52243832.25268979,102815165.89535657,1.9679866782755602,0.10312316102796903,Q9D662
4756,0.0035443817929459607,3137471.509910323,1130497.773469168,0.3603212873481935,0.10312316102796903,P09405
500,0.003354649232849327,436501103.68917453,14281148.93985111,0.032717326071231415,0.10312316102796903,S4R2S8
538,0.0033089414568386226,14846091.1241312,5106922.789126302,0.343991071213714,0.10312316102796903,E9Q9R9
5597,0.003468971729158837,252057928.79884398,85670704.06163523,0.33988497989287664,0.10312316102796903,Q9QZM0
7839,0.003589730288948289,14671964.46913599,27612241.93099658,1.8819730642806431,0.10312316102796903,P97384
8510,0.0027945144200231674,207560567.24764875,288064518.88091624,1.3878576393425204,0.10312316102796903,P51855
8553,0.002820454015687403,22722878.62226628,12540575.465509895,0.5518920236286134,0.10312316102796903,Q9Z0N2
8929,0.003162710285992582,4641809.334298143,939104.8046069166,0.20231438582966105,0.10312316102796903,Q9D8W5
7145,0.0040103748939966394,64062589.90552947,15659239.806277156,0.24443657100609276,0.11264697480026112,P13597
19168,0.004143298734578775,91961722.78143288,25328707.99494213,0.2754266365272576,0.11385064348929505,P51879
10882,0.0044115575989568095,65504577.83476653,100086915.9470532,1.5279377297800416,0.11731683423513953,P70124
19298,0.0044550696544989705,35705833.57875175,27466001.60131399,0.7692300906723204,0.11731683423513953,D3YYB0
8554,0.004710418745319611,3636109702.0580616,1965913143.1129773,0.54066386995977,0.12150957743028548,Q63836
17828,0.0048263545000523725,45801512.91720767,25921295.3989638,0.5659484534019649,0.12201024176132398,P62264
19315,0.005138964692103765,17130750.162322827,46387766.76739537,2.70786546577628,0.12342423791656194,P61458
7540,0.005154539302208689,598668155.6446631,380128463.44466585,0.6349568786322575,0.12342423791656194,Q62148
8948,0.0051752251658052075,436373826.77098894,303580749.16524523,0.6956896370518708,0.12342423791656194,Q8R016
20035,0.005278781937505582,8633075.516416427,3524640.8164431206,0.40827174623235457,0.1235625994260566,Q4KML4
12562,0.005772187845758201,28266343.54772501,11766210.10548519,0.4162621913095719,0.12729326546560996,P26516
15596,0.005766629412996583,3010259480.722988,1449830217.5698793,0.4816296491562471,0.12729326546560996,O08709
6533,0.005699447926648983,44852145.25860933,294780836.73420846,6.572279542807946,0.12729326546560996,P63038
7264,0.005945751420216359,11600301.947737802,5765312.654011448,0.4969967747378983,0.12729326546560996,Q8BGU0
7348,0.006042401841721992,6883785.451976967,22488323.941883035,3.266854276439509,0.12729326546560996,Q6P9R2
7463,0.005896367330327931,102504776.44887644,42529474.82002075,0.4149023713176141,0.12729326546560996,Q8BGT5
1180,0.00626233208373235,107725484.7221477,23967042.59269627,0.22248256904588146,0.1287474287296124,E9QNV2
14089,0.006315142864901874,49701908.26187614,36537104.11304041,0.7351247746973572,0.1287474287296124,P70677
12762,0.006723337784410661,206522352.46468285,146644484.83634278,0.7100659230647699,0.13013414277110694,P68040
13387,0.006801990979920893,33365010.89694768,12175567.26834052,0.3649202245414034,0.13013414277110694,P97864
14428,0.006721755026288982,1313258793.3380244,215946162.11124983,0.16443534450841987,0.13013414277110694,P97351
4496,0.006897933200683675,36720425.67137317,18574690.96493225,0.5058408399500901,0.13013414277110694,O70263
677,0.006524919199867308,31288525.84409859,48435615.55273891,1.5480312429572158,0.13013414277110694,Q8CGN4
2641,0.007068067213813625,189349798.9166036,52255045.53660402,0.2759709586996657,0.131284986306375,Q8BGQ7
8447,0.007166664600585345,63398574.38728154,20337536.15247217,0.32078854057879425,0.131284986306375,F7BGR7
14538,0.0075511590121405065,40604117337.245735,24119637948.29349,0.5940195115673355,0.13174055863062073,P13634
3849,0.007410456885577667,27860684.24476333,191209636.93817836,6.863063206142107,0.13174055863062073,P27612
7128,0.007343397830599756,55113565.95870332,38629025.25240277,0.7008986731387977,0.13174055863062073,Q8CC86
9544,0.0076084341614203405,172720815.4321154,69028897.89752465,0.3996559287010496,0.13174055863062073,Q9Z1N5
17607,0.007832462343871995,117754658.15097676,479566957.4313132,4.072594366640224,0.1337869243601919,P62281
11760,0.008697068850456405,35102232.98658194,62738108.70998518,1.7872968005758278,0.13571722255527036,Q9JHQ0
14231,0.00826376082611377,58920686.17328329,17234976.020962644,0.2925114614292729,0.13571722255527036,Q7TQI3
15807,0.008558839406210637,9151693.01513266,5184599.281295284,0.5665180500178884,0.13571722255527036,P63073
166,0.008645706422656862,35956021.61731389,84635609.04400927,2.35386467237117,0.13571722255527036,E9Q3P4
3977,0.008075033676538555,216264161.22030932,135718425.20948243,0.6275585582172601,0.13571722255527036,P13020
8118,0.008420868827695526,462942313.4684713,260709117.723186,0.5631568127136461,0.13571722255527036,A0A1B0GSG5
821,0.008494396405807764,275187889.41954684,88972573.74749795,0.32331573142687203,0.13571722255527036,Q8K442
18788,0.009278283792967893,373766545.2941055,203965961.25830755,0.5457041670163736,0.14302135017452947,Q0VG18
8466,0.009479612198082072,19628576.51849217,34880904.152945355,1.7770470578996853,0.14436421467922575,Q9D5J6
15302,0.009816844983129288,61917921.88122086,13640236.61161808,0.2202954523858954,0.14485670649866916,P58321
157,0.009657699397836405,123559211.03002387,50784515.9520741,0.4110135984903131,0.14485670649866916,K3W4Q5
16682,0.009855756929498059,188999734.6201916,126906347.60136841,0.6714630994397729,0.14485670649866916,B2RY53
17112,0.010150103301127691,100890532.80292624,52862896.52219312,0.5239629036894122,0.14651292894433088,O88312
8159,0.01020026720498506,2003621.3258337136,775144.8789158069,0.38687194477392894,0.14651292894433088,Q148B1
329,0.010332023731591785,11676925.057727367,4805889.907504023,0.4115715296403019,0.14673795501946085,F7A4A7
1915,0.01047607246672628,12743019.354145445,65927139.21203376,5.173588564831532,0.1471306177549113,D3Z7R7
16010,0.01089993250483155,2418265136.896277,1058540344.6390014,0.43772716584649823,0.15140126028689094,P47963
4297,0.011049988293081158,21881017.635287303,6174618.492684129,0.2821906455907417,0.1518172304614629,Q8CB19
48,0.011471567898372665,12736998.678983292,32149055.115233604,2.524068340234753,0.15591464326390375,A0A1L1SQU7
2650,0.01187717015006632,439961168.43898666,182395817.5697845,0.4145725365193882,0.15971003265621095,Q8BHN3-2
2011,0.012176925410895855,101427566.73560272,300986011.5733189,2.967497114052997,0.16201719704602485,Q3V117
10960,0.013048284821802055,24803161.13541364,5908717.892617312,0.238224388430107,0.164930320147578,Q9EPC1
14628,0.013008754088736349,6069882.357831935,10326028.946410052,1.7011909519278303,0.164930320147578,Q8BGB7
2186,0.012969856259725384,48531118.19372513,25305770.48666513,0.5214339052656952,0.164930320147578,Q0VF59
2817,0.012941036895667831,17801597.170395806,11164262.478763778,0.6271494839423752,0.164930320147578,Q6PD31
5237,0.013037998638807169,359874926.69395304,262233988.95574257,0.7286809096838056,0.164930320147578,Q3UE92
2775,0.013254638290266995,1556351234.6601348,2279740722.890599,1.4647983515034977,0.1658798296920543,P16406
14073,0.013527287998203606,566869867.7891215,346788124.38315696,0.6117596719961202,0.16600477698766364,P48758
18821,0.013497327866274231,211735789.45502356,78353695.9300226,0.3700540949250638,0.16600477698766364,P60867
10051,0.014047962854580749,1780556242.5545628,343742195.591879,0.1930532646914384,0.17068246236966308,Q99JW2
6248,0.014178527332922963,61907362.33455469,201079782.01445383,3.248075421591942,0.17068246236966308,P35564
15736,0.014545204780456518,17115069.839647286,130243646.24674968,7.609881085325083,0.17079935057946846,P28076
16230,0.014348003388179641,232830010.72303557,131574726.9228972,0.5651106853205997,0.17079935057946846,Q99PT1
326,0.014593615397612813,34184931.48714352,14919308.536109645,0.436429382393836,0.17079935057946846,A2AL36
18473,0.014818148435275747,322547513.8658324,120558178.71994913,0.3737687427040494,0.17183614332283068,P62245
13,0.01606297418689733,13376361.596934913,8802225.483819375,0.6580433266574025,0.17215514482749167,A0A1D5RLM8
1307,0.015922788488319052,113903114.07603648,56754852.61783779,0.4982730549399278,0.17215514482749167,O54824
13394,0.015777970887688283,33847741.48474809,81351222.46868512,2.4034461060080563,0.17215514482749167,P47968
14438,0.0161647232151615,431325734.1299138,1260898122.9851668,2.92330835656884,0.17215514482749167,Q9ER05
14462,0.016260643701373874,3195425.181292368,1059347.6444572052,0.33152009023999723,0.17215514482749167,Q61792
16160,0.016343842863369464,431362699.7217168,207940634.64111125,0.4820552049939856,0.17215514482749167,Q99KR7
279,0.015683841819953446,78704516.80669706,40119047.35413523,0.5097426295452646,0.17215514482749167,H9KV00
312,0.016163304058728317,8679229.717753625,277156503.4909082,31.933306584105765,0.17215514482749167,Q6ZQ08-4
4093,0.015423212094469356,37980690.17899673,13241286.448196,0.34863206502546434,0.17215514482749167,Q505D9
5904,0.01591522657342449,46388720.34302545,308691721.47558033,6.654456497030579,0.17215514482749167,Q8VCW8
9398,0.01565170228442493,1035607540.3419576,616390470.0762094,0.5951969699570527,0.17215514482749167,P21550
3898,0.017092861261034414,10986342.86237166,57182054.93753844,5.2048307297406105,0.17855683168551653,Q8BLY2
6700,0.01753134302233985,263845865.8369089,456856572.7232976,1.7315282590241317,0.18163620967407845,E9PYP1
10508,0.019108756831423226,150880090.05097225,57973212.69671296,0.3842336830335116,0.18468667020012025,Q99JI4
11340,0.01835363657126634,823268813.1678494,202595238.66430303,0.24608637594899105,0.18468667020012025,Q9D051
12186,0.019698355798037075,9106181.771472383,5581644.21753303,0.6129511092145188,0.18468667020012025,Q9D020
14557,0.020728019154779617,1731528194.8820662,1037590808.7114725,0.5992341399801129,0.18468667020012025,P00920
15521,0.019568759309678392,99954052.69468556,140796572.49327555,1.40861294462312,0.18468667020012025,Q9DCM2
15851,0.018749854292646674,81883523.69558933,27249476.787338898,0.33278339228098824,0.18468667020012025,P59279
16492,0.019907732797908043,49584057.42865267,27721041.27237011,0.5590716595199653,0.18468667020012025,P84099
16563,0.019461227225199013,173938499.42674083,259060195.3618671,1.4893781205176928,0.18468667020012025,Q6ZWN5
16616,0.01868221244709229,15634739.389156764,42844848.57556244,2.7403621837967336,0.18468667020012025,P51410
17006,0.020765386156141288,23219285.85151727,2967360886.144305,127.79725031682669,0.18468667020012025,Q8R2U6
18548,0.017972975823463896,68363536.91286638,21153704.38750485,0.30942963665654943,0.18468667020012025,P67984
18705,0.018624034371421863,3700147.2986130575,32649706.57630395,8.823893737566117,0.18468667020012025,G3UW85
227,0.020764130067102947,788522452.4580142,331595929.2270556,0.4205282020738805,0.18468667020012025,A2AKX3
2906,0.020852533178508114,58216613.95657511,19035302.28857394,0.3269737106794417,0.18468667020012025,Q91ZP3
4429,0.020731410176291085,21749172.5726759,3074899.9104510904,0.14138008699761634,0.18468667020012025,P0CG50
6785,0.020894140695108542,94861138.62765571,243820104.341273,2.5702843953655634,0.18468667020012025,P26443
7067,0.02035805491929838,30961982.137372505,58071075.00626879,1.8755606391289268,0.18468667020012025,P80316
8453,0.02047696288281587,364372940.470834,601634023.1347985,1.6511490187975582,0.18468667020012025,P21614
8502,0.0183326214377138,76046000.0987114,1280184048.986012,16.834337734059265,0.18468667020012025,Q8BVQ9
8538,0.020580128755132574,272851202.94187707,116440945.222148,0.4267562098560816,0.18468667020012025,B1AQ75
9224,0.019921191593249975,9520825.351203224,65506411.89021858,6.880329117888924,0.18468667020012025,Q3UER8
5070,0.02137088025731849,220788966.73979837,545404756.566074,2.4702536753516227,0.1875888378142401,P38647
10007,0.02273544272826828,52397057.25773469,798184589.7101557,15.233385832795609,0.18782744842177196,P31428
12503,0.022660648961522967,83286196.28478137,42687627.634646416,0.5125414479091368,0.18782744842177196,A2AEY2
12701,0.02257107817352894,60035705.44220935,29175626.036884803,0.4859712369827884,0.18782744842177196,Q9CS42
12751,0.022403409829253026,357719785.5208765,824716861.223336,2.305482935539794,0.18782744842177196,Q9Z0L8
14503,0.02206859726820574,446451684.4905191,194454666.49963,0.4355559028107093,0.18782744842177196,Q91XH5
1561,0.02253476541013121,54376677.83994094,169153474.2628926,3.110772503623703,0.18782744842177196,Q3UPL0
17654,0.02183530425723049,7478170.0569422385,2639733.6208221223,0.35299192191698936,0.18782744842177196,P62983
18914,0.021770174202819174,125865637.63328366,49141349.40974806,0.39042704850806104,0.18782744842177196,A0A0G2JFA8
4481,0.02186880266816315,514105918.27985775,194876216.07970524,0.3790584958285245,0.18782744842177196,Q99K30
14487,0.023625797366838508,98338022.62125541,70456205.19377317,0.7164696148623221,0.188181944211366,O35621
1508,0.023233984119220254,15135786.903547835,7203469.326191811,0.4759230142506376,0.188181944211366,P10493
15735,0.02367162114684113,45930798.22130773,23966676.41672341,0.5217996931219246,0.188181944211366,Q8R1M8
4904,0.023534471810880808,107888314.33101945,438466181.4684322,4.064074818363965,0.188181944211366,G3UWS4
7554,0.023278654233391326,207021776.18022585,348351046.95996463,1.6826782833546094,0.188181944211366,Q3U367
9784,0.02324912279620028,1567518736.709001,1168869614.6496508,0.7456814309624697,0.188181944211366,A6ZI46
