"ClusterID","control_1","control_2","control_3","control_4","control_5","control_6","control_7","treatment_1","treatment_2","treatment_3","treatment_4","treatment_5","treatment_6","treatment_7","ClusterID2","ID","treatment_C.I.","control_C.I.","Log2foldchange","p.adj","p.val","significant","treatment_vs_control_significant","cluster_representative"
10003,27.7460157471891,26.9472218042417,26.9601456112379,26.2946356466749,27.074013938522,26.7442229027576,26.9059556358023,26.7605031810999,26.5409221492934,26.8788211659551,26.6385142030299,26.0939926894365,26.6078947438715,26.0469631484701,10003,10003,-1.01793023019127,0.130901657257202,-0.443514286467035,0.895475613168616,0.120471643880034,"False","False","sp|Q9WUM3|COR1B_MOUSE"
10009,18.894483263079,20.0955322382081,19.2059149258505,22.6512998450789,24.6244657273327,23.1555364290563,23.2786108126808,22.9336058386345,21.7031376918797,24.3469846362098,22.3911712027645,21.8332143912852,24.8473143179437,20.0563453259607,10009,10009,-1.18757914172483,2.96070204555111,0.886561451913142,0.956185916701312,0.37628487486883,"False","False","sp|Q9D572|UBX11_MOUSE"
10010,23.7812306269529,23.8805436840914,22.6631213455332,23.1230971103694,23.7351037473916,23.4373243670634,23.1923334547217,23.653102114781,23.4872214305275,24.4427976155566,23.8096678552204,22.7681697834916,23.3452349471396,23.2868078756795,10010,10010,-0.5076904754917,0.787761128712426,0.140035326610363,0.97120356451968,0.651225726330718,"False","False","sp|P54822|PUR8_MOUSE"
10030,27.622625655948,26.1276314119222,26.5623788828159,28.0495875171784,27.6381291109314,27.1878097022001,27.0773758408557,28.4226754791562,28.196999468822,28.3927360660796,28.7511694442138,28.4416010153433,27.0219130721571,26.5053946550566,10030,10030,-0.10838447978758,1.67037050235241,0.780993011282415,0.858268282730568,0.0808187904658452,"False","False","sp|Q9DCD0|6PGD_MOUSE"
10048,21.1607196184712,21.8451531050645,21.8145926354786,23.0905936535117,22.9300505968429,21.6782351933986,22.3977503492238,22.0566029887335,21.1721161536653,22.6751505327065,21.1325173013222,22.9774046628565,23.0663962007259,22.7316917150157,10048,10048,-0.763618790329311,1.01927147691054,0.127826343290614,0.974560962963455,0.763851566666262,"False","False","tr|E9Q6Y9|E9Q6Y9_MOUSE"
10059,22.307901465968,24.9092304129544,22.7734841402721,24.8063921368187,24.8235356137643,25.1503172334892,25.162860610787,22.2352835729381,22.7045918017844,23.5688034295364,24.2977620019886,23.3980347719353,23.7183442115241,23.1626032294363,10059,10059,-2.06590987022363,0.109253128820649,-0.97832837070149,0.849081957308548,0.0743938218770497,"False","False","sp|P17892|LIPR2_MOUSE"
10083,20.3928959546787,20.0783645353139,22.8872040643588,20.8007514226655,20.0719886332064,17.6977684993225,16.9812550923015,24.5956782859663,24.96075502225,19.8616034035502,20.544149427566,23.9576405478006,19.3661087315007,22.4223060632236,10083,10083,0.137548310513026,4.66188405520416,2.39971618285859,0.756765190379503,0.0390697646293306,"False","False","sp|Q8K0E8|FIBB_MOUSE"
10093,23.3106902958142,24.9382437812845,24.8543648787876,24.6752819831558,24.2116554419887,24.9384393380804,24.5225560303633,24.3229669087677,24.2609169501364,22.0224443512155,25.2377824972107,24.8556155171598,25.1549754796805,24.6666834960523,10093,10093,-1.12882857038596,0.863158127742584,-0.132835221321688,0.974971016503771,0.779871093349918,"False","False","sp|P32921|SYWC_MOUSE"
10102,22.4280754032352,23.9965251226748,25.8639906292056,23.63386273385,22.2301509361385,23.4619112898754,22.0818585276967,22.6863408650172,22.8646329646224,24.4665627524456,24.3718714084687,21.1861057741321,24.34779976545,24.4689015420952,10102,10102,-1.3022977574953,1.50110930879669,0.0994057756506947,0.977281949019706,0.881743758769647,"False","False","sp|Q3TR54|GSDC4_MOUSE"
10108,25.4957064109774,24.3251755971163,25.8838981049027,25.086926600865,24.6827535367649,24.7078822068226,26.2511975035986,24.9280932625833,24.7767335130847,24.9618503910995,27.7465367639991,25.0260665473225,25.559567163853,25.1805512560183,10108,10108,-0.755131657528594,1.25394849664655,0.249408419558979,0.969484775654693,0.604062924494052,"False","False","sp|O88533|DDC_MOUSE"
10148,22.2539671945945,21.2061928345535,23.0182852594553,23.8098140441857,23.7322335819595,24.0288944223965,23.5151572108693,23.8509428831856,24.3932870789966,20.2239027192346,23.1533930753474,21.8720503286566,23.7313563244751,21.2177477106828,10148,10148,-1.85972695388521,0.967765688903577,-0.445980632490816,0.965315484567946,0.511175354857733,"False","False","sp|A2RT62|FXL16_MOUSE"
10162,24.7588736184881,23.0513015576505,23.3934619472623,24.0073154496107,22.698702759438,22.8951384998654,22.955714107414,21.5200114580089,23.3265198710858,21.4535791079739,21.4155622948677,23.9629215922687,22.3010702300158,24.1097310409788,10162,10162,-1.91752758590002,0.297209773177333,-0.810158906361345,0.906612857410575,0.139581958604255,"False","False","sp|Q9D306|MGT4C_MOUSE"
102,22.0897203999594,22.6661349153679,12.7387256224934,23.720064065491,23.3485192107787,23.0228413702273,23.7231070958793,24.0796722753309,23.8645821493678,23.8025221828608,23.3875084473254,24.3086643390629,25.0613819883334,21.8439854383602,102,102,-0.84695111968202,5.14386658838044,2.14845773434921,0.910216990597888,0.146948178196164,"False","False","sp|O88737|BSN_MOUSE"
