"ClusterID","control_1","control_2","control_3","control_4","control_5","control_6","control_7","control_8","control_9","treatment_1","treatment_2","treatment_3","treatment_4","treatment_5","treatment_6","treatment_7","treatment_8","ClusterID2","ID","treatment_C.I.","control_C.I.","Log2foldchange","p.adj","p.val","significant","treatment_vs_control_significant","cluster_representative"
0,23.2911656394818,21.470148448834,24.2510690196676,21.3330843583919,23.5085213956535,25.1630535878703,22.5352635093055,22.6269437611146,22.3980330752244,26.3466521833876,24.8630237646783,24.3314548847952,25.1800107293673,25.2984187308305,25.4353400641462,24.9538305956348,26.4849939709714,0,0,1.28447591995679,3.53289246754184,2.40868419374932,0.282438218689128,0.000192068197865075,"False","False","sp|Q6PZE0|MUC19_MOUSE"
100,20.1644466348727,22.596426598142,23.7350582846229,24.3404755613589,24.9972826964532,24.1929238133934,24.6956793308535,22.3275320863199,19.8447839058255,21.8677168746567,23.1292165023499,26.0862079553566,23.8862497299174,21.4879376515139,25.3263199626985,27.147172864836,21.4239253027236,100,100,-1.0195306005297,2.63163755335576,0.806053476413027,0.943932931272513,0.370496116570901,"False","False","sp|Q6PDN3|MYLK_MOUSE"
10008,25.2245897786941,23.9955443654422,24.5065350111452,22.6432341664346,21.931169248213,23.8851499744456,25.4237616848334,24.2244870000716,20.9666188057643,24.1828462281715,21.9194303899448,23.0546493590853,24.9946665165231,25.8326379923113,23.3786529860668,25.2015425280136,23.7768114089757,10008,10008,-0.96244909313016,1.75862732650448,0.39808911668716,0.953056184847634,0.550894994400695,"False","False","CLOBOL_05215"
10022,24.6591422454317,24.7345503991066,25.8216678011056,22.8760713563367,24.6096190029172,26.9528691258049,24.8245198058938,23.6941940964689,25.6604332173497,27.5216531370534,26.8676301631544,25.1899778932899,24.1953016113811,26.6545709416552,23.6733665555893,21.9610168610964,24.9553446529674,10022,10022,-1.19722182581551,1.71125571310336,0.257016943643929,0.958587199059671,0.717982968270682,"False","False","sp|P79273|ACADS_PIG"
10025,23.1012197533246,19.9990544735747,23.6083402233243,25.0811690141505,25.210746838856,22.7523681911666,24.4400964829594,20.1072068570103,23.3549332110169,25.0079147759835,24.3501657613421,26.6491102568872,22.730946872462,23.1955219496559,23.3747834653035,23.3369043533741,23.0596263417016,10025,10025,-0.649282265140952,2.4299401436777,0.890328939268372,0.932922007152775,0.243760686770787,"False","False","WP_053984663.1"
10030,22.5561350762592,22.4436664799643,23.9977808357985,25.5314005885788,21.3832502362634,22.6448680284364,24.534421214654,21.8457652926405,24.62045935582,27.8930278257056,22.4721697265425,21.0747327321573,23.9204442699058,24.07085837117,24.2288501698569,23.9055347353933,28.0144259597264,10030,10030,-0.584611813483767,2.91123451478376,1.16331135065,0.924190624942042,0.181823178773372,"False","False","SRS023914.13691-T1-C"
10036,20.7821647929224,22.1679246418299,21.0837039518391,22.1618339997319,21.225533432089,22.7716135876218,22.9930366711103,21.2225661624896,21.6384699424174,20.9966148527247,22.305689111143,21.2236046352949,20.9851331536949,20.3961166067312,20.4787044559832,20.8327525180439,23.3436230099188,10036,10036,-1.50160645793056,0.576200003358296,-0.462703227286131,0.943661473557858,0.36641763282619,"False","False","SRS015264.12333-T1-C"
10041,26.3645090077074,24.7299110162024,25.4385444776952,26.2272253157837,26.3656966705147,25.0808947262204,24.011394482194,25.9162036240519,23.8712520535197,24.8430462234437,25.6643860298728,23.3993266946788,24.4036234023346,21.7608072386586,25.634254811202,26.0006405361546,25.279440482259,10041,10041,-1.94074449416979,0.519207765734266,-0.710768364217763,0.932959595149388,0.244085257130348,"False","False","WP_087254704.1"
10060,26.9081695450724,28.2001704422729,26.024225553081,25.4845236417391,26.9730412371534,26.9685870624441,27.1895487854369,25.079616046713,27.7958877887186,26.7725975031654,25.4109426231678,22.8939282434492,26.0521003998576,25.703621194016,22.865317379351,28.3028277802403,26.4880342356333,10060,10060,-2.58982895287532,0.240222380899621,-1.17480328598785,0.902950776979254,0.0993243717652458,"False","False","SRS017191.6459-T1-C"
1009,22.3952381039263,23.1023693413884,22.6763074884919,22.9734696573317,22.8857890795539,23.9207348313791,23.2526137532755,23.3890211586138,24.4217007548243,22.7904467412394,22.846384298876,19.7605526584203,21.6721874872201,20.972750561701,21.8873987603347,18.4300849704395,21.7653593538646,1009,1009,-3.1397395594709,-0.777245714457407,-1.95849263696415,0.603531977702659,0.00228885305927974,"False","False","sp|P35605|COPB2_BOVIN"
10098,21.2257334648414,19.0772121167125,20.1201695202677,22.879868138677,19.6577039867863,20.6637682919965,21.9718788962174,21.2015765524211,19.7973797219578,22.7017432338353,20.0848810355011,20.394425012285,21.4461458538289,17.8120080417004,20.3968994874954,17.9033228907969,21.2891943254426,10098,10098,-1.87647993214436,0.918014749059608,-0.479232591542377,0.950252532920966,0.485112468884219,"False","False","SRS016753.74616-T1-C"
10129,26.5561064331565,26.3363764632349,28.9272639086577,29.4071361294561,26.6419635524634,27.4315362753028,28.4791771793454,28.0204004565233,28.3504044350101,25.759403239986,24.3024614779796,22.8686287263205,28.1453393763986,27.1687474430727,29.3761687432641,28.2877573662074,27.2284928681173,10129,10129,-2.72147325253695,0.416753099951231,-1.15236007629286,0.916150757669773,0.142322896817774,"False","False","COPCOM_00508"
10162,22.9015528484205,24.8347886114181,24.6785840752638,26.4655848844336,23.9767651285383,24.8583760504172,26.4686115523357,22.0636333864838,26.7619135393342,26.1757290759695,25.9784643375877,24.5198972154897,28.5652333849416,25.6375309660974,26.0336792670597,27.2174212178865,25.858742357093,10162,10162,0.0827445856581273,2.85619429728526,1.46946944147169,0.85883394091515,0.0387578614448989,"False","False","WP_021638399.1"
10195,23.0148976889918,24.0669421365001,23.6819793431158,24.038129960425,23.1632347516174,23.7840329101987,22.1314136346558,22.340158706315,24.3422028781507,23.2504286873296,21.8900501081108,23.0464386173135,26.3539205167901,22.1484880642095,26.5492086113968,24.2893514570484,23.4383758780984,10195,10195,-0.837220356282797,1.7870098391414,0.474894741429299,0.949127524208443,0.461596373843448,"False","False","sp|Q99JW2|ACY1_MOUSE"
102,24.6810350984576,23.4792501093573,24.0245083343647,22.381656217039,24.8548363844745,24.3407459028923,25.1648670021786,24.6051600426897,26.6285031530662,25.5029110575639,24.8263766823036,26.5957345622529,26.1694386289668,25.8432274385544,25.7250609713249,25.0470936168407,23.5420685582054,102,102,-0.199311315491358,2.08771980682342,0.944204245666032,0.903633769913644,0.101076184913689,"False","False","sp|Q02401|LPH_RAT"
10245,24.5792926286842,24.1687049376071,22.1580172938681,25.6228874026393,25.5976864568949,25.119169942443,25.254093780304,21.0984999204208,25.6218930768476,22.456071858993,24.1727831189753,23.3644228430477,24.6987321638644,19.994950016406,23.1819496140975,20.5936099616304,24.8487680044191,10245,10245,-3.02945615325197,0.141667950897178,-1.4438941011774,0.889736036304708,0.0722898228473851,"False","False","HMPREF0866_01837"
10263,25.8742541939509,24.4918474705751,25.7935618359633,20.6293646250681,25.6953778924635,24.9203254572005,23.9424662710896,23.9536598910992,21.4464947264446,19.8022465540018,25.0789105615949,24.5082874469586,26.3708075298693,24.5967198097246,25.7654763115448,25.2741303903045,25.8356384651805,10263,10263,-1.19393225476624,2.33590821898213,0.570987982107944,0.951367050828017,0.509973433778329,"False","False","SRS015190.28042-T1-C"
