"ClusterID","control_1","control_2","control_3","control_4","control_5","control_6","control_7","treatment_1","treatment_2","treatment_3","treatment_4","treatment_5","treatment_6","treatment_7","ClusterID2","ID","treatment_C.I.","control_C.I.","Log2foldchange","p.adj","p.val","significant","treatment_vs_control_significant","cluster_representative"
1,22.9654205711844,22.8352040455643,21.9459692136355,21.649546960379,20.7399503247416,22.1915336850377,22.4604288983206,22.1142316313142,22.1193654486362,21.6802406093262,22.903317557618,23.9425953992359,22.4877043882268,22.4932840159227,1,1,-0.607947915654092,1.45157230177322,0.421812193059562,0.961116973029272,0.402942756254631,"False","False","sp|Q8R0W0|EPIPL_MOUSE"
1000,32.2685335289969,30.0144557768865,33.4453798807288,33.8403710226908,33.3078420396027,32.2298383783634,31.9986847938591,33.9209331810152,33.8472529401288,34.3415909553399,34.3753492153769,35.1445865999099,34.5744465823321,32.2432287398935,1000,1000,0.3680121984895,2.87264002804423,1.62032611326686,0.884139913387867,0.0138132348795021,"False","False","SRS024132.57193-T1-C"
1001,23.8509341108658,24.0221833935059,24.840651116733,26.1885738679597,26.9015141349581,24.8898602246809,25.4837696582744,27.5994263932491,26.9642166575736,28.1571333261333,26.9431660913236,24.7814377102388,26.7558727281833,26.4090626182985,1001,1001,0.39910741492656,2.8674151616513,1.63326128828893,0.879012715435057,0.0120670967515633,"False","False","SRS022609.33556-T1-C"
1006,28.7659419646692,30.1452069721734,29.6237029151956,28.5862462993699,29.05627906814,29.4254136275215,29.3068875457232,27.868510831884,28.1264533747823,29.0811921857993,28.8527736851291,29.4555277861513,29.3762602691322,28.5937793750887,1006,1006,-1.4484772031985,0.432711236105391,-0.507882983546555,0.955588306054573,0.273332606341257,"False","False","sp|B1AVD1|XPP2_MOUSE"
1008,23.5167362788198,23.1328991190241,21.9794025162721,21.4669566817413,22.0195856384577,21.4848233858468,22.1944677161575,21.8456546663369,20.9905783618027,20.2152959942613,22.4712333829009,23.61249441135,22.6833041359792,21.8861468175656,1008,1008,-1.45710767015103,0.859918079830259,-0.298594795160387,0.966272161921254,0.596735081028665,"False","False","SRS014287.5952-T1-C"
1010,21.3885665395686,20.7945753086975,16.8038662405613,19.3498967070707,19.1735478305272,18.3244179050056,20.0670666653248,21.2172856312701,22.0161118382205,22.7636212737085,22.060847958917,19.8167430623924,22.0277747513642,22.1564482157168,1010,1010,0.939747950518988,3.67650791657639,2.30812793354769,0.789728818945026,0.00216253283546186,"False","False","XP_006962224.1"
1013,24.0342335866432,22.1565016053695,23.4207274030765,23.1153081882609,20.5861370079752,22.271927451012,21.2514529382209,21.6623584925239,20.320985597338,21.6992259097532,21.1889932238442,17.3830292210842,20.7084785565328,21.1384280563368,1013,1013,-3.24497917192985,-0.393532006111579,-1.81925558902071,0.887114432713266,0.0149823691163872,"False","False","sp|Q9JMI1|AACS_RAT"
1015,22.7800667253188,21.4009565475785,20.7893043849586,22.7974054507204,23.375423162703,22.1390791498204,21.6735118091676,21.6745401355278,21.7569097212796,20.2263627987556,20.065301736559,22.6225910004099,19.1635047270943,20.5937868321002,1015,1015,-2.48298399833667,-0.0463732241036328,-1.26467861122015,0.919110227757665,0.0426255990847057,"False","False","sp|Q4R3D4-2|EF1D_MACFA"
1019,21.2224099143229,22.0517326949364,22.7633748897749,19.9185939526952,19.6875243388751,22.0676309736968,19.7668863418084,20.9078874753178,20.5431262462452,20.9833715009101,21.2203228216416,20.9844421022322,20.0739807001123,20.5465648041414,1019,1019,-1.46061932513577,0.826774337847452,-0.316922493644157,0.965680856973119,0.569670285043095,"False","False","sp|Q9NQW7-3|XPP1_HUMAN"
1021,0,0,0,0,0,0,0,22.3146333037943,21.9809480632055,21.4763101261756,21.3475608167333,23.2619205889715,23.1693071074599,24.3413460280587,1021,1021,21.5150420221897,23.59696541621,22.5560037191998,7.90597378118128e-15,1.36778262941179e-21,"True","True","SRS014979.31472-T1-C"
1031,25.0559513420575,25.7928834837843,25.3980954606656,25.9822590150057,25.3248868065429,25.4383934242893,25.9757250397498,24.7992297362606,23.7819728670884,24.2355759671759,23.5386027968735,26.042095518211,24.8418136637286,24.4508327396977,1031,1031,-2.01170529949305,-0.0677436385238732,-1.03972446900846,0.915578863772856,0.0372653720349747,"False","False","SRS064276.7558-T1-C"
1035,22.6020581571823,21.8675264795168,21.8188544108058,22.9351976089426,23.4202784266418,22.3819038396119,22.4005949224662,23.8388793127237,23.5879068182432,23.4678082616052,22.3481251477941,23.5714958607248,21.6454658195947,21.5619442173449,1035,1035,-0.689261219974028,1.43075024650641,0.370744513266189,0.963296473110275,0.474076639037573,"False","False","sp|P37880|SYRC_CRIGR"
1037,26.0472673482675,20.4059610000834,25.4917223530162,24.4533323089585,26.1361703277264,28.3154685755895,26.1338265551057,23.6964047124418,23.9268589670823,25.2613665934905,22.9632183675144,22.9296824558812,25.0462508786494,23.3118284006779,1037,1037,-3.19663674965245,0.382883008792518,-1.40687687042997,0.941327536923139,0.116690225111714,"False","False","sp|O08677|KNG1_MOUSE"
1039,22.2096270855359,22.7936249384306,20.8421861179879,23.9706888855523,23.8347401089865,23.5784082815447,22.0195802092111,25.5284550646452,24.397828215352,25.1814714497942,24.9165206439904,22.0506992765176,23.7573907215396,24.1541844365129,1039,1039,0.256835001717012,2.81107762145524,1.53395631158613,0.898645914376994,0.0209907727615002,"False","False","sp|Q13310-3|PABP4_HUMAN"
1041,24.7984552875825,24.0445788898552,20.1535025530062,27.667734738583,25.8132474540287,22.9613755036255,23.6793334051085,21.1193426495215,22.3658351605587,22.1668471294045,22.2631674569426,21.4598033034366,22.6873558188352,22.6099873558045,1041,1041,-3.748384188128,-0.379012656810839,-2.06369842246942,0.895133198990731,0.01886593263006,"False","False","WP_005423675.1"
1048,22.9089054667032,23.4713757959248,20.3036436431888,21.131670478897,23.3517156914877,19.6840020451477,22.8005197913291,23.1926668120862,21.1910857287459,23.154208700742,23.9711113701369,22.804235422802,23.7551458351931,27.3117105481489,1048,1048,-0.00764722386191652,3.35859908248379,1.67547592931094,0.923571548054167,0.0509532197281916,"False","False","sp|P45700|MA1A1_MOUSE"
1051,22.548650960894,22.3105439999599,23.3413756205334,22.2596924120417,22.6430799952886,23.0687223610825,22.8468494789728,21.2745021431741,21.4613620356856,22.3583029622422,22.2693284639608,24.7602893520547,24.3201397432252,23.3354935363349,1051,1051,-1.06960440245161,1.28689109042438,0.108643343986387,0.970669830855862,0.849403022331394,"False","False","WP_096056720.1"
1053,21.8743743054557,20.4523317439224,22.363555700058,20.2338677309797,19.8463626811868,23.6677469586159,24.7052702086434,23.4326739133083,21.0279100450753,23.1352983036909,21.2970595518087,21.4328186549046,20.5539910771627,19.3669880774473,1053,1053,-2.04504678378299,1.21739829650758,-0.413824243637709,0.966393612949993,0.60247473398409,"False","False","SRS064557.44488-T1-C"
1060,21.8113362760747,22.3898072418531,24.7999082974949,23.3161254412908,23.2516759888666,23.5378597685182,22.5689476598063,20.2607243208484,22.04557770821,21.7637784835696,21.1968380214152,23.6139501687542,23.2375371939438,22.0562120112382,1060,1060,-2.28858787645269,0.145432800474058,-1.07157753798932,0.934097962191147,0.0811598568163292,"False","False","SRS021484.178560-T1-C"
1061,29.2667499771667,25.3169020659911,30.1191402643729,27.2765977570149,26.035114444927,27.7092161718881,28.8782279566332,28.3002704034724,27.7743863142129,26.2211748663353,25.6889788746253,29.896898375309,27.5332660216552,27.2899699744598,1061,1061,-1.84908749145633,1.30708640347802,-0.271000543989157,0.968695532243577,0.723914791344029,"False","False","sp|Q16881|TRXR1_HUMAN"
1063,29.8082701260685,29.1496663459549,28.7974673679518,28.9467120544621,28.159680238168,29.3557721052334,29.5041660396791,27.0580165448371,28.7212711056888,27.359116583966,28.8053895420762,29.3150731815782,28.6495307068126,28.3338550566697,1063,1063,-1.78307183497143,0.217505676145974,-0.782783079412727,0.941574873739354,0.118234360489826,"False","False","WP_028891164.1"
1066,22.3144637581778,24.1868118604101,22.8468420204423,25.017281208937,23.1895973165635,21.887496191436,22.6400975080925,23.1909465236845,22.2941641360961,21.6079578521859,23.4745605350619,27.8466972288606,23.9808600547361,25.4645809283295,1066,1066,-0.830534702392146,2.48115681521939,0.825311056413621,0.957477262918512,0.310863413645702,"False","False","WP_035489452.1"
1072,25.2736625501902,23.8758543201732,26.2362060239389,26.6693688276522,21.82843481392,25.1526438659708,24.7744500787498,24.3477709126012,21.2470623442761,23.37533698452,22.8717593801881,17.5660094290843,19.3705192676015,22.6987981229652,1072,1072,-5.13607397005776,-1.24488718404475,-3.19048057705125,0.804439773424923,0.00271140264358952,"False","False","WP_072521060.1"
1075,27.8184643026512,27.6040304025323,28.1979365834424,27.6789457704404,27.2333871786213,27.1686347076104,27.4778399821807,25.4423650121149,26.6540616987202,26.2325468741663,26.0092591359859,27.4861828521147,26.9562752803155,27.0833349117406,1075,1075,-1.97967800874811,-0.11038289477201,-1.04503045176006,0.909786120243294,0.0302489293991418,"False","False","WP_027452208.1"
1077,23.3506229305773,23.2758881993905,24.6772483784139,25.2333459412604,25.2041561434818,24.1607656194929,24.2845044547398,26.1348265864421,25.5865199086058,26.1029338034243,24.8083084717833,23.2421655016988,24.5575754752634,23.9618258888761,1077,1077,-0.551127608706032,1.75330588548809,0.601089138391028,0.956435203746538,0.289418607587516,"False","False","SRS024549.81833-T1-C"
1079,25.6669571395084,26.2128452794949,21.6367781557187,22.4243759652426,23.4970572952758,23.2690574607436,25.1978383827775,21.2141797675889,24.5480923008018,23.2269183841492,24.5542258128346,24.7686281169106,24.8926744069586,23.7753675436678,1079,1079,-1.68131015569188,1.41707491402047,-0.132117620835707,0.970830801536714,0.860585045027733,"False","False","SRS020328.72625-T1-C"
108,24.3386682487431,24.5648476551036,26.0747081552041,26.8926209802388,26.7039868089968,25.8342446736702,25.3997259221527,26.5617407518809,26.0354696708006,26.9859215882131,26.4462305395551,27.3023484276923,27.1281404524132,27.1691315037345,108,108,0.0750183019446931,2.15931898096401,1.11716864145435,0.915315898098267,0.0369027050386707,"False","False","XP_659778.1"
1081,23.7568351198222,26.4030105603245,25.9957951799034,25.9151525815571,25.7384407003057,26.5045887411875,26.3063130697549,24.7159663877692,25.4918711352861,24.6795225693668,25.442520332752,25.0257107933665,24.7879441957126,25.8723526564855,1081,1081,-1.68515543301748,0.36965603812702,-0.657749697445229,0.950468049803638,0.196713521931563,"False","False","WP_011744743.1"
1082,22.1173900891646,24.1494845580416,24.9039974708913,22.1485771244298,22.7112937018013,23.0499387615897,24.3814888233355,20.8886667095087,22.4314353713485,20.4297285314333,25.0070616242395,23.5848160787276,23.7458404755173,22.2731985786541,1082,1082,-2.17844534560937,0.720895871373731,-0.728774737117821,0.957287765212674,0.306820521452667,"False","False","SRS042628.25695-T1-C"
1087,25.7277886514229,22.8404264285125,27.270300968049,23.6781996180757,24.4032139379078,24.9445434017344,25.1193431640889,23.4463921181847,22.1990120798986,25.1480599088152,24.6300845032667,22.9601976557685,24.1797970431183,22.2558852315123,1087,1087,-2.69002593286412,0.071629467370681,-1.30919823274672,0.928158146354557,0.061898872303154,"False","False","WP_012241636.1"
1092,21.9181720937845,22.3582769348685,22.1017769523588,20.4598228104919,21.2841514070204,21.5391209374422,22.7459116481518,21.1012716992692,20.7079808610279,21.201413826238,22.1195101512826,24.3477218546766,21.572975871065,21.0945087932457,1092,1092,-1.23187334570291,1.15705913789915,-0.0374071039018773,0.972029234550394,0.948559017788008,"False","False","sp|P04104|K2C1_MOUSE"
1094,21.8320841620611,21.4199113289267,20.2122113746158,20.6938740077814,20.5157200475137,21.7042350618193,20.0843555545207,19.3187899220857,20.8819526216083,19.9413227635379,21.040955207337,23.5824408670891,21.0079114834267,20.7814573713493,1094,1094,-1.21147390577883,1.23788496269182,0.013205528456492,0.972460403371545,0.982276550533923,"False","False","WP_089209652.1"
1097,27.0763302134901,27.9108000946786,27.9760358161665,25.4158909579177,26.4686622596998,27.7323075189012,27.0462396984971,27.1402184127826,26.8234948462889,26.2550135636211,26.1786328081608,28.2394107079858,27.5886233469833,26.2816397695069,1097,1097,-1.24849834840474,0.92871746154139,-0.159890443431674,0.969338320553149,0.762466397325932,"False","False","SRS012273.297078-T1-C"
1098,26.8789693388567,25.8233606310378,25.4321674582629,26.7683802517797,26.6979458263059,26.9912924455554,25.4086961046119,28.0276317102257,27.7278655293979,28.0060865825462,27.3333684586708,26.6525504505318,27.3853164033225,26.9315802799028,1098,1098,0.187714726227047,2.11616737611218,1.15194105116961,0.899566844662341,0.0215999491824942,"False","False","WP_031585060.1"
1102,24.4321843472112,26.4667268456858,24.974441723831,25.1733416492334,24.3252694227328,24.7515224026796,26.7083761734997,25.9716166536329,26.1603777764735,25.8446998988471,27.3777020077355,26.7566142443229,26.5242305294846,25.8714424041825,1102,1102,0.046551508506002,2.1462544771527,1.09640299282935,0.918424740038385,0.0415090712737727,"False","False","SRS024009.112234-T1-C"
1104,24.9855150800254,27.1239680061161,27.36050570466,26.172329988504,25.7440175573569,26.5121966606609,24.6905438951265,20.5408942516802,22.2712068189083,20.9762655354165,24.2397042060859,27.3031067061139,23.6861204722773,25.7829858151844,1104,1104,-4.36421738748701,-0.718294923022464,-2.54125615525474,0.865630627824263,0.00870301778734969,"False","False","WP_088665637.1"
